date,tonnes,rainfall_mm,equipment_downtime_hours,is_holiday
2019-10-26,674.4,3.6,0.0,0
2019-10-27,366.6,4.9,0.0,1
2019-10-28,690.4,0.1,0.0,0
2019-10-29,784.6,0.7,0.0,0
2019-10-30,729.7,0.8,0.0,0
2019-10-31,705.9,0.0,0.0,0
2019-11-01,724.5,0.2,0.0,0
2019-11-02,754.4,0.0,0.0,0
2019-11-03,421.9,0.1,0.0,1
2019-11-04,794.0,0.0,0.0,0
2019-11-05,734.3,0.0,0.0,0
2019-11-06,701.7,0.0,0.0,0
2019-11-07,666.0,0.0,0.0,0
2019-11-08,772.7,0.0,0.0,0
2019-11-09,682.2,0.0,0.0,0
2019-11-10,436.6,0.0,0.0,1
2019-11-11,553.1,0.0,8.0,0
2019-11-12,479.4,0.0,8.0,0
2019-11-13,450.5,0.0,8.0,0
2019-11-14,527.7,0.0,8.0,0
2019-11-15,497.2,0.0,8.0,0
2019-11-16,330.9,0.0,16.0,0
2019-11-17,266.0,0.0,8.0,1
2019-11-18,473.7,0.0,8.0,0
2019-11-19,476.9,0.0,8.0,0
2019-11-20,820.0,0.0,0.0,0
2019-11-21,709.2,0.0,0.0,0
2019-11-22,724.5,0.0,0.0,0
2019-11-23,728.0,0.0,0.0,0
2019-11-24,412.4,0.0,0.0,1
2019-11-25,704.4,0.0,0.0,0
2019-11-26,693.9,0.0,0.0,0
2019-11-27,645.2,0.0,0.0,0
2019-11-28,791.2,0.0,0.0,0
2019-11-29,701.6,0.0,0.0,0
2019-11-30,768.0,0.0,0.0,0
2019-12-01,382.7,0.0,0.0,1
2019-12-02,680.7,0.0,0.0,0
2019-12-03,774.8,0.0,0.0,0
2019-12-04,730.0,0.0,0.0,0
2019-12-05,788.7,0.0,0.0,0
2019-12-06,743.3,0.0,0.0,0
2019-12-07,754.4,0.0,0.0,0
2019-12-08,408.5,0.0,0.0,1
2019-12-09,707.6,0.0,0.0,0
2019-12-10,727.7,0.0,0.0,0
2019-12-11,718.9,0.0,0.0,0
2019-12-12,797.3,0.0,0.0,0
2019-12-13,793.2,0.6,0.0,0
2019-12-14,763.2,1.2,0.0,0
2019-12-15,382.2,4.6,0.0,1
2019-12-16,736.5,1.1,0.0,0
2019-12-17,746.6,0.0,0.0,0
2019-12-18,696.5,0.0,0.0,0
2019-12-19,734.3,0.0,0.0,0
2019-12-20,711.6,0.0,0.0,0
2019-12-21,720.3,0.0,0.0,0
2019-12-22,393.3,0.0,0.0,1
2019-12-23,716.7,0.0,0.0,0
2019-12-24,800.1,0.0,0.0,0
2019-12-25,720.2,0.1,0.0,0
2019-12-26,740.0,5.1,0.0,0
2019-12-27,453.3,0.0,8.0,0
2019-12-28,460.9,0.0,8.0,0
2019-12-29,406.7,0.0,0.0,1
2019-12-30,720.5,0.0,0.0,0
2019-12-31,752.7,9.0,0.0,0
2020-01-01,746.7,6.6,0.0,0
2020-01-02,755.6,9.9,0.0,0
2020-01-03,713.1,0.8,0.0,0
2020-01-04,784.0,2.7,0.0,0
2020-01-05,372.0,0.0,0.0,1
2020-01-06,788.9,0.0,0.0,0
2020-01-07,736.8,0.0,0.0,0
2020-01-08,693.3,10.4,0.0,0
2020-01-09,726.2,1.7,0.0,0
2020-01-10,779.1,0.0,0.0,0
2020-01-11,795.8,0.0,0.0,0
2020-01-12,434.0,0.0,0.0,1
2020-01-13,734.2,0.0,0.0,0
2020-01-14,761.7,0.0,0.0,0
2020-01-15,790.4,0.0,0.0,0
2020-01-16,793.9,0.0,0.0,0
2020-01-17,720.3,0.2,0.0,0
2020-01-18,768.6,3.0,0.0,0
2020-01-19,433.5,0.0,0.0,1
2020-01-20,516.8,0.0,8.0,0
2020-01-21,501.3,0.0,8.0,0
2020-01-22,465.3,0.0,8.0,0
2020-01-23,744.0,1.8,0.0,0
2020-01-24,758.7,0.0,0.0,0
2020-01-25,756.0,0.0,0.0,0
2020-01-26,403.1,0.0,0.0,1
2020-01-27,665.3,0.0,0.0,0
2020-01-28,727.4,0.3,0.0,0
2020-01-29,826.5,0.1,0.0,0
2020-01-30,811.8,0.0,0.0,0
2020-01-31,737.2,0.0,0.0,0
2020-02-01,809.1,0.0,0.0,0
2020-02-02,391.9,0.0,0.0,1
2020-02-03,899.9,0.0,0.0,0
2020-02-04,753.5,7.2,0.0,0
2020-02-05,872.2,0.2,0.0,0
2020-02-06,762.2,0.0,0.0,0
2020-02-07,739.1,5.3,0.0,0
2020-02-08,706.8,0.0,0.0,0
2020-02-09,434.7,0.0,0.0,1
2020-02-10,724.8,0.0,0.0,0
2020-02-11,704.3,0.0,0.0,0
2020-02-12,680.8,0.0,0.0,0
2020-02-13,806.2,0.0,0.0,0
2020-02-14,802.2,0.0,0.0,0
2020-02-15,814.1,0.0,0.0,0
2020-02-16,430.6,0.0,0.0,1
2020-02-17,784.2,0.0,0.0,0
2020-02-18,752.4,0.0,0.0,0
2020-02-19,745.1,0.0,0.0,0
2020-02-20,746.5,0.0,0.0,0
2020-02-21,802.5,0.3,0.0,0
2020-02-22,782.8,0.3,0.0,0
2020-02-23,445.9,0.3,0.0,1
2020-02-24,780.9,13.4,0.0,0
2020-02-25,775.0,0.0,0.0,0
2020-02-26,802.2,0.0,0.0,0
2020-02-27,750.4,0.0,0.0,0
2020-02-28,732.5,0.0,0.0,0
2020-02-29,831.3,0.0,0.0,0
2020-03-01,430.2,0.0,0.0,1
2020-03-02,727.7,0.0,0.0,0
2020-03-03,745.2,0.1,0.0,0
2020-03-04,805.1,0.0,0.0,0
2020-03-05,734.6,0.0,0.0,0
2020-03-06,751.9,2.9,0.0,0
2020-03-07,826.1,4.1,0.0,0
2020-03-08,470.6,0.0,0.0,1
2020-03-09,732.7,0.0,0.0,0
2020-03-10,750.3,1.7,0.0,0
2020-03-11,798.8,4.1,0.0,0
2020-03-12,691.6,3.0,0.0,0
2020-03-13,757.7,5.7,0.0,0
2020-03-14,751.1,5.2,0.0,0
2020-03-15,370.5,0.0,0.0,1
2020-03-16,732.7,0.0,0.0,0
2020-03-17,674.5,0.0,0.0,0
2020-03-18,779.6,1.5,0.0,0
2020-03-19,703.7,17.9,0.0,0
2020-03-20,731.7,0.0,0.0,0
2020-03-21,653.4,1.2,0.0,0
2020-03-22,416.1,0.0,0.0,1
2020-03-23,701.9,0.0,0.0,0
2020-03-24,754.3,0.0,0.0,0
2020-03-25,792.7,0.0,0.0,0
2020-03-26,820.0,0.0,0.0,0
2020-03-27,767.7,0.0,0.0,0
2020-03-28,840.9,0.0,0.0,0
2020-03-29,360.7,0.9,0.0,1
2020-03-30,760.1,0.0,0.0,0
2020-03-31,733.6,0.0,0.0,0
2020-04-01,750.0,0.0,0.0,0
2020-04-02,727.2,0.0,0.0,0
2020-04-03,730.5,0.0,0.0,0
2020-04-04,645.9,5.8,0.0,0
2020-04-05,382.0,0.0,0.0,1
2020-04-06,699.4,0.1,0.0,0
2020-04-07,736.5,0.0,0.0,0
2020-04-08,710.3,0.0,0.0,0
2020-04-09,762.0,0.3,0.0,0
2020-04-10,702.3,0.1,0.0,0
2020-04-11,675.4,0.0,0.0,0
2020-04-12,390.9,0.0,0.0,1
2020-04-13,781.7,0.0,0.0,0
2020-04-14,735.1,0.0,0.0,0
2020-04-15,732.3,0.0,0.0,0
2020-04-16,762.6,0.0,0.0,0
2020-04-17,735.4,0.0,0.0,0
2020-04-18,760.2,0.0,0.0,0
2020-04-19,406.1,0.0,0.0,1
2020-04-20,694.1,0.0,0.0,0
2020-04-21,799.6,0.0,0.0,0
2020-04-22,764.7,0.0,0.0,0
2020-04-23,706.7,0.0,0.0,0
2020-04-24,734.0,0.0,0.0,0
2020-04-25,664.6,0.0,0.0,0
2020-04-26,412.5,0.0,0.0,1
2020-04-27,658.7,0.1,0.0,0
2020-04-28,788.6,0.0,0.0,0
2020-04-29,803.0,0.0,0.0,0
2020-04-30,522.8,0.0,8.0,0
2020-05-01,498.9,0.0,8.0,0
2020-05-02,475.5,0.0,8.0,0
2020-05-03,426.9,0.0,0.0,1
2020-05-04,723.2,0.0,0.0,0
2020-05-05,698.9,0.0,0.0,0
2020-05-06,708.6,0.0,0.0,0
2020-05-07,745.7,0.0,0.0,0
2020-05-08,806.2,0.0,0.0,0
2020-05-09,721.2,0.0,0.0,0
2020-05-10,411.2,0.0,0.0,1
2020-05-11,819.6,0.0,0.0,0
2020-05-12,703.9,0.2,0.0,0
2020-05-13,772.3,0.0,0.0,0
2020-05-14,689.4,0.0,0.0,0
2020-05-15,723.9,0.0,0.0,0
2020-05-16,745.8,0.0,0.0,0
2020-05-17,373.6,0.0,0.0,1
2020-05-18,781.4,0.4,0.0,0
2020-05-19,830.8,0.0,0.0,0
2020-05-20,783.9,0.0,0.0,0
2020-05-21,464.6,0.0,8.0,0
2020-05-22,464.8,0.0,8.0,0
2020-05-23,831.8,0.0,0.0,0
2020-05-24,395.3,0.0,0.0,1
2020-05-25,728.9,0.0,0.0,0
2020-05-26,692.7,0.0,0.0,0
2020-05-27,770.7,0.0,0.0,0
2020-05-28,740.4,0.0,0.0,0
2020-05-29,736.7,0.0,0.0,0
2020-05-30,708.6,0.0,0.0,0
2020-05-31,410.1,0.1,0.0,1
2020-06-01,686.3,0.0,0.0,0
2020-06-02,727.2,19.3,0.0,0
2020-06-03,758.9,6.6,0.0,0
2020-06-04,669.3,6.3,0.0,0
2020-06-05,670.1,0.7,0.0,0
2020-06-06,687.0,0.3,0.0,0
2020-06-07,419.5,0.8,0.0,1
2020-06-08,693.3,0.2,0.0,0
2020-06-09,702.0,0.6,0.0,0
2020-06-10,734.5,0.3,0.0,0
2020-06-11,754.4,0.8,0.0,0
2020-06-12,723.3,23.4,0.0,0
2020-06-13,699.0,8.6,0.0,0
2020-06-14,389.0,2.9,0.0,1
2020-06-15,649.5,20.8,0.0,0
2020-06-16,627.4,11.8,0.0,0
2020-06-17,642.7,27.2,0.0,0
2020-06-18,564.6,4.4,0.0,0
2020-06-19,619.8,0.4,0.0,0
2020-06-20,583.1,3.3,0.0,0
2020-06-21,323.8,9.6,0.0,1
2020-06-22,523.6,51.6,0.0,0
2020-06-23,413.8,93.7,0.0,0
2020-06-24,442.9,3.0,0.0,0
2020-06-25,464.9,6.5,0.0,0
2020-06-26,404.6,8.1,0.0,0
2020-06-27,437.4,19.4,0.0,0
2020-06-28,208.8,7.7,0.0,1
2020-06-29,413.2,6.0,0.0,0
2020-06-30,636.1,7.1,0.0,0
2020-07-01,678.9,1.4,0.0,0
2020-07-02,654.3,7.6,0.0,0
2020-07-03,568.7,22.1,0.0,0
2020-07-04,581.5,23.2,0.0,0
2020-07-05,211.0,13.8,8.0,1
2020-07-06,353.5,22.6,8.0,0
2020-07-07,370.5,3.0,8.0,0
2020-07-08,552.8,0.6,0.0,0
2020-07-09,566.8,17.2,0.0,0
2020-07-10,576.0,18.6,0.0,0
2020-07-11,607.2,2.6,0.0,0
2020-07-12,338.0,4.5,0.0,1
2020-07-13,646.2,8.3,0.0,0
2020-07-14,619.0,10.5,0.0,0
2020-07-15,584.2,28.9,0.0,0
2020-07-16,559.9,3.5,0.0,0
2020-07-17,678.7,4.5,0.0,0
2020-07-18,617.2,2.2,0.0,0
2020-07-19,337.0,23.8,0.0,1
2020-07-20,595.1,20.7,0.0,0
2020-07-21,554.3,16.0,0.0,0
2020-07-22,578.6,17.4,0.0,0
2020-07-23,517.8,18.7,0.0,0
2020-07-24,553.6,0.5,0.0,0
2020-07-25,348.7,14.3,8.0,0
2020-07-26,210.8,0.7,8.0,1
2020-07-27,571.4,2.8,0.0,0
2020-07-28,535.1,6.7,0.0,0
2020-07-29,714.1,2.4,0.0,0
2020-07-30,699.6,2.0,0.0,0
2020-07-31,663.8,1.5,0.0,0
2020-08-01,655.9,9.2,0.0,0
2020-08-02,400.5,10.5,0.0,1
2020-08-03,694.2,28.6,0.0,0
2020-08-04,625.3,32.5,0.0,0
2020-08-05,618.4,9.6,0.0,0
2020-08-06,552.1,15.9,0.0,0
2020-08-07,522.5,7.4,0.0,0
2020-08-08,408.7,50.9,0.0,0
2020-08-09,139.4,41.9,8.0,1
2020-08-10,273.6,14.9,8.0,0
2020-08-11,471.2,11.8,0.0,0
2020-08-12,429.8,21.0,0.0,0
2020-08-13,377.1,27.1,0.0,0
2020-08-14,431.8,7.3,0.0,0
2020-08-15,497.5,4.9,0.0,0
2020-08-16,275.2,64.4,0.0,1
2020-08-17,381.7,47.8,0.0,0
2020-08-18,438.1,19.5,0.0,0
2020-08-19,430.2,10.3,0.0,0
2020-08-20,428.8,20.9,0.0,0
2020-08-21,425.6,25.0,0.0,0
2020-08-22,383.6,3.1,0.0,0
2020-08-23,275.3,2.7,0.0,1
2020-08-24,564.6,2.4,0.0,0
2020-08-25,709.3,0.6,0.0,0
2020-08-26,648.3,6.9,0.0,0
2020-08-27,592.0,52.8,0.0,0
2020-08-28,390.3,141.3,0.0,0
2020-08-29,386.3,30.7,0.0,0
2020-08-30,244.3,3.4,0.0,1
2020-08-31,395.7,0.9,0.0,0
2020-09-01,396.3,0.3,0.0,0
2020-09-02,391.2,3.4,0.0,0
2020-09-03,390.1,2.8,0.0,0
2020-09-04,691.9,2.0,0.0,0
2020-09-05,450.4,5.8,8.0,0
2020-09-06,280.8,19.7,8.0,1
2020-09-07,697.6,4.7,0.0,0
2020-09-08,697.7,3.7,0.0,0
2020-09-09,646.2,10.0,0.0,0
2020-09-10,615.5,25.4,0.0,0
2020-09-11,586.5,6.7,0.0,0
2020-09-12,622.9,1.5,0.0,0
2020-09-13,387.2,3.7,0.0,1
2020-09-14,638.2,1.2,0.0,0
2020-09-15,714.8,5.1,0.0,0
2020-09-16,560.1,7.1,0.0,0
2020-09-17,702.1,2.2,0.0,0
2020-09-18,710.4,3.7,0.0,0
2020-09-19,414.7,12.8,8.0,0
2020-09-20,221.0,2.3,8.0,1
2020-09-21,423.8,21.5,8.0,0
2020-09-22,365.4,28.9,8.0,0
2020-09-23,388.5,20.7,8.0,0
2020-09-24,538.3,11.6,0.0,0
2020-09-25,482.0,1.0,0.0,0
2020-09-26,565.4,0.8,0.0,0
2020-09-27,309.6,0.3,0.0,1
2020-09-28,566.7,1.8,0.0,0
2020-09-29,671.2,8.0,0.0,0
2020-09-30,716.0,0.1,0.0,0
2020-10-01,782.3,0.0,0.0,0
2020-10-02,750.5,0.0,0.0,0
2020-10-03,792.9,0.0,0.0,0
2020-10-04,401.5,0.0,0.0,1
2020-10-05,726.5,2.1,0.0,0
2020-10-06,645.8,6.9,0.0,0
2020-10-07,706.8,16.7,0.0,0
2020-10-08,578.1,12.5,0.0,0
2020-10-09,596.5,3.2,0.0,0
2020-10-10,655.6,2.6,0.0,0
2020-10-11,361.9,8.6,0.0,1
2020-10-12,641.5,0.0,0.0,0
2020-10-13,662.7,0.1,0.0,0
2020-10-14,713.9,0.4,0.0,0
2020-10-15,716.6,9.0,0.0,0
2020-10-16,713.4,3.4,0.0,0
2020-10-17,630.6,1.7,0.0,0
2020-10-18,394.4,0.2,0.0,1
2020-10-19,784.7,0.1,0.0,0
2020-10-20,764.8,0.1,0.0,0
2020-10-21,695.1,0.0,0.0,0
2020-10-22,667.8,0.0,0.0,0
2020-10-23,755.5,0.0,0.0,0
2020-10-24,753.6,0.0,0.0,0
2020-10-25,422.5,0.0,0.0,1
2020-10-26,783.0,0.2,0.0,0
2020-10-27,768.2,0.0,0.0,0
2020-10-28,690.3,0.0,0.0,0
2020-10-29,756.9,0.0,0.0,0
2020-10-30,704.2,0.0,0.0,0
2020-10-31,647.6,0.0,0.0,0
2020-11-01,410.3,0.0,0.0,1
2020-11-02,754.5,0.0,0.0,0
2020-11-03,698.5,0.0,0.0,0
2020-11-04,698.1,0.0,0.0,0
2020-11-05,686.1,0.0,0.0,0
2020-11-06,726.3,0.0,0.0,0
2020-11-07,800.9,0.0,0.0,0
2020-11-08,405.4,0.0,0.0,1
2020-11-09,693.4,0.0,0.0,0
2020-11-10,777.9,0.0,0.0,0
2020-11-11,732.3,0.0,0.0,0
2020-11-12,750.9,0.3,0.0,0
2020-11-13,671.6,0.0,0.0,0
2020-11-14,800.9,0.0,0.0,0
2020-11-15,407.4,0.0,0.0,1
2020-11-16,680.8,0.0,0.0,0
2020-11-17,755.8,0.0,0.0,0
2020-11-18,760.1,0.0,0.0,0
2020-11-19,745.0,0.0,0.0,0
2020-11-20,676.3,1.3,0.0,0
2020-11-21,743.6,0.0,0.0,0
2020-11-22,429.2,0.0,0.0,1
2020-11-23,719.6,0.0,0.0,0
2020-11-24,797.0,0.0,0.0,0
2020-11-25,706.4,0.0,0.0,0
2020-11-26,727.8,2.8,0.0,0
2020-11-27,750.7,0.0,0.0,0
2020-11-28,697.3,0.0,0.0,0
2020-11-29,407.5,0.0,0.0,1
2020-11-30,683.2,0.0,0.0,0
2020-12-01,781.0,0.0,0.0,0
2020-12-02,692.9,0.0,0.0,0
2020-12-03,721.0,0.0,0.0,0
2020-12-04,732.7,0.0,0.0,0
2020-12-05,752.5,0.0,0.0,0
2020-12-06,433.4,0.0,0.0,1
2020-12-07,672.4,0.0,0.0,0
2020-12-08,697.7,0.0,0.0,0
2020-12-09,781.2,0.0,0.0,0
2020-12-10,706.9,0.0,0.0,0
2020-12-11,705.8,0.0,0.0,0
2020-12-12,662.3,0.0,0.0,0
2020-12-13,408.7,0.0,0.0,1
2020-12-14,750.1,0.2,0.0,0
2020-12-15,838.2,0.2,0.0,0
2020-12-16,731.4,0.0,0.0,0
2020-12-17,751.6,0.0,0.0,0
2020-12-18,764.6,0.0,0.0,0
2020-12-19,814.1,0.0,0.0,0
2020-12-20,391.5,0.0,0.0,1
2020-12-21,746.4,0.0,0.0,0
2020-12-22,709.8,0.0,0.0,0
2020-12-23,670.5,0.0,0.0,0
2020-12-24,840.1,0.0,0.0,0
2020-12-25,690.5,0.0,0.0,0
2020-12-26,703.4,0.0,0.0,0
2020-12-27,394.2,0.0,0.0,1
2020-12-28,791.1,0.0,0.0,0
2020-12-29,673.1,0.0,0.0,0
2020-12-30,808.0,0.0,0.0,0
2020-12-31,730.8,0.0,0.0,0
2021-01-01,630.9,0.0,0.0,0
2021-01-02,828.7,0.0,0.0,0
2021-01-03,434.3,0.0,0.0,1
2021-01-04,748.5,0.0,0.0,0
2021-01-05,840.0,0.0,0.0,0
2021-01-06,806.7,0.0,0.0,0
2021-01-07,846.0,0.0,0.0,0
2021-01-08,541.6,0.0,8.0,0
2021-01-09,515.7,0.0,8.0,0
2021-01-10,287.5,0.0,8.0,1
2021-01-11,573.5,0.0,8.0,0
2021-01-12,499.9,0.0,8.0,0
2021-01-13,693.7,0.0,0.0,0
2021-01-14,804.5,0.0,0.0,0
2021-01-15,701.2,0.0,0.0,0
2021-01-16,806.1,0.0,0.0,0
2021-01-17,387.7,0.0,0.0,1
2021-01-18,771.9,0.0,0.0,0
2021-01-19,765.9,0.0,0.0,0
2021-01-20,783.9,0.0,0.0,0
2021-01-21,747.3,0.0,0.0,0
2021-01-22,769.5,0.0,0.0,0
2021-01-23,744.2,0.0,0.0,0
2021-01-24,409.5,0.0,0.0,1
2021-01-25,466.6,0.0,8.0,0
2021-01-26,520.1,0.0,8.0,0
2021-01-27,739.0,0.0,0.0,0
2021-01-28,792.7,0.7,0.0,0
2021-01-29,703.6,4.6,0.0,0
2021-01-30,702.8,0.0,0.0,0
2021-01-31,439.3,0.0,0.0,1
2021-02-01,713.5,0.0,0.0,0
2021-02-02,712.4,0.0,0.0,0
2021-02-03,727.4,0.0,0.0,0
2021-02-04,726.4,0.0,0.0,0
2021-02-05,788.9,0.0,0.0,0
2021-02-06,785.1,0.0,0.0,0
2021-02-07,445.3,0.0,0.0,1
2021-02-08,854.6,0.0,0.0,0
2021-02-09,748.2,0.0,0.0,0
2021-02-10,789.7,0.0,0.0,0
2021-02-11,829.9,0.0,0.0,0
2021-02-12,816.1,0.0,0.0,0
2021-02-13,683.5,0.0,0.0,0
2021-02-14,437.9,0.0,0.0,1
2021-02-15,744.7,0.0,0.0,0
2021-02-16,819.9,0.0,0.0,0
2021-02-17,792.5,8.6,0.0,0
2021-02-18,703.8,0.1,0.0,0
2021-02-19,772.5,0.4,0.0,0
2021-02-20,768.0,0.1,0.0,0
2021-02-21,393.0,0.0,0.0,1
2021-02-22,767.9,0.0,0.0,0
2021-02-23,708.8,0.0,0.0,0
2021-02-24,803.4,0.0,0.0,0
2021-02-25,789.5,0.0,0.0,0
2021-02-26,739.9,0.0,0.0,0
2021-02-27,722.7,0.0,0.0,0
2021-02-28,458.1,0.0,0.0,1
2021-03-01,735.6,0.0,0.0,0
2021-03-02,766.0,0.0,0.0,0
2021-03-03,782.0,0.0,0.0,0
2021-03-04,775.9,0.0,0.0,0
2021-03-05,779.3,0.0,0.0,0
2021-03-06,761.2,0.0,0.0,0
2021-03-07,429.8,0.0,0.0,1
2021-03-08,730.4,0.0,0.0,0
2021-03-09,729.0,0.0,0.0,0
2021-03-10,695.3,0.0,0.0,0
2021-03-11,727.5,0.0,0.0,0
2021-03-12,709.3,0.0,0.0,0
2021-03-13,759.9,0.0,0.0,0
2021-03-14,431.7,0.0,0.0,1
2021-03-15,789.0,0.0,0.0,0
2021-03-16,829.8,0.0,0.0,0
2021-03-17,751.3,0.0,0.0,0
2021-03-18,808.7,0.0,0.0,0
2021-03-19,816.9,0.6,0.0,0
2021-03-20,715.5,0.0,0.0,0
2021-03-21,408.4,0.0,0.0,1
2021-03-22,796.0,0.1,0.0,0
2021-03-23,738.2,0.0,0.0,0
2021-03-24,816.8,0.0,0.0,0
2021-03-25,714.8,0.0,0.0,0
2021-03-26,742.8,0.0,0.0,0
2021-03-27,757.0,0.0,0.0,0
2021-03-28,380.1,0.0,0.0,1
2021-03-29,798.8,0.0,0.0,0
2021-03-30,785.9,0.0,0.0,0
2021-03-31,783.9,0.0,0.0,0
2021-04-01,774.2,0.0,0.0,0
2021-04-02,749.1,0.0,0.0,0
2021-04-03,734.0,0.0,0.0,0
2021-04-04,379.5,0.0,0.0,1
2021-04-05,718.3,0.0,0.0,0
2021-04-06,703.8,0.0,0.0,0
2021-04-07,744.3,0.0,0.0,0
2021-04-08,453.2,0.0,8.0,0
2021-04-09,351.4,0.4,16.0,0
2021-04-10,507.1,0.0,8.0,0
2021-04-11,275.0,0.0,8.0,1
2021-04-12,499.6,0.0,8.0,0
2021-04-13,484.9,0.0,8.0,0
2021-04-14,537.3,0.0,8.0,0
2021-04-15,782.6,0.0,0.0,0
2021-04-16,734.0,0.0,0.0,0
2021-04-17,814.9,0.0,0.0,0
2021-04-18,412.2,0.0,0.0,1
2021-04-19,632.9,0.0,0.0,0
2021-04-20,757.3,0.0,0.0,0
2021-04-21,738.4,0.0,0.0,0
2021-04-22,784.4,0.0,0.0,0
2021-04-23,677.6,0.0,0.0,0
2021-04-24,735.4,0.0,0.0,0
2021-04-25,361.5,0.0,0.0,1
2021-04-26,722.2,0.0,0.0,0
2021-04-27,746.8,0.0,0.0,0
2021-04-28,728.3,0.0,0.0,0
2021-04-29,725.3,0.0,0.0,0
2021-04-30,519.0,0.0,8.0,0
2021-05-01,501.8,0.0,8.0,0
2021-05-02,421.3,0.0,0.0,1
2021-05-03,724.0,0.8,0.0,0
2021-05-04,744.3,0.0,0.0,0
2021-05-05,769.2,0.0,0.0,0
2021-05-06,739.8,0.0,0.0,0
2021-05-07,719.6,0.2,0.0,0
2021-05-08,772.7,0.1,0.0,0
2021-05-09,357.6,16.0,0.0,1
2021-05-10,788.9,0.0,0.0,0
2021-05-11,682.8,0.4,0.0,0
2021-05-12,679.2,0.0,0.0,0
2021-05-13,671.0,0.0,0.0,0
2021-05-14,785.8,0.0,0.0,0
2021-05-15,747.1,0.0,0.0,0
2021-05-16,361.8,0.0,0.0,1
2021-05-17,704.4,0.0,0.0,0
2021-05-18,776.1,4.1,0.0,0
2021-05-19,478.1,7.8,8.0,0
2021-05-20,518.0,2.5,8.0,0
2021-05-21,734.4,0.0,0.0,0
2021-05-22,731.3,0.0,0.0,0
2021-05-23,375.6,0.0,0.0,1
2021-05-24,699.0,0.0,0.0,0
2021-05-25,720.0,0.0,0.0,0
2021-05-26,808.4,0.0,0.0,0
2021-05-27,748.7,0.0,0.0,0
2021-05-28,773.2,0.1,0.0,0
2021-05-29,807.2,0.0,0.0,0
2021-05-30,417.4,0.0,0.0,1
2021-05-31,733.7,0.0,0.0,0
2021-06-01,669.8,0.0,0.0,0
2021-06-02,784.4,0.0,0.0,0
2021-06-03,705.3,0.1,0.0,0
2021-06-04,708.7,1.2,0.0,0
2021-06-05,723.7,0.0,0.0,0
2021-06-06,386.7,6.0,0.0,1
2021-06-07,758.3,0.5,0.0,0
2021-06-08,708.9,13.5,0.0,0
2021-06-09,694.3,6.1,0.0,0
2021-06-10,689.7,33.2,0.0,0
2021-06-11,578.8,28.2,0.0,0
2021-06-12,495.3,26.3,0.0,0
2021-06-13,293.3,9.6,0.0,1
2021-06-14,468.9,2.7,0.0,0
2021-06-15,554.1,3.6,0.0,0
2021-06-16,547.3,4.5,0.0,0
2021-06-17,547.3,29.9,0.0,0
2021-06-18,586.9,16.3,0.0,0
2021-06-19,531.0,2.4,0.0,0
2021-06-20,330.1,2.8,0.0,1
2021-06-21,623.0,0.2,0.0,0
2021-06-22,619.8,11.5,0.0,0
2021-06-23,605.0,16.9,0.0,0
2021-06-24,587.4,38.1,0.0,0
2021-06-25,591.6,16.6,0.0,0
2021-06-26,514.9,0.8,0.0,0
2021-06-27,279.4,16.7,0.0,1
2021-06-28,599.7,7.5,0.0,0
2021-06-29,519.9,3.8,0.0,0
2021-06-30,565.5,16.2,0.0,0
2021-07-01,590.7,7.4,0.0,0
2021-07-02,647.9,7.9,0.0,0
2021-07-03,601.8,2.9,0.0,0
2021-07-04,368.1,0.0,0.0,1
2021-07-05,662.7,6.8,0.0,0
2021-07-06,657.8,0.6,0.0,0
2021-07-07,603.8,2.1,0.0,0
2021-07-08,631.5,48.5,0.0,0
2021-07-09,609.8,5.7,0.0,0
2021-07-10,587.5,14.0,0.0,0
2021-07-11,309.4,9.1,0.0,1
2021-07-12,618.4,1.3,0.0,0
2021-07-13,378.9,1.0,8.0,0
2021-07-14,384.0,3.0,8.0,0
2021-07-15,462.4,1.2,8.0,0
2021-07-16,472.7,0.3,8.0,0
2021-07-17,484.6,1.1,8.0,0
2021-07-18,268.8,3.6,8.0,1
2021-07-19,495.9,5.5,8.0,0
2021-07-20,449.3,22.8,8.0,0
2021-07-21,428.6,34.2,8.0,0
2021-07-22,627.8,22.5,0.0,0
2021-07-23,546.6,13.0,0.0,0
2021-07-24,477.3,26.0,0.0,0
2021-07-25,254.6,15.8,0.0,1
2021-07-26,493.7,2.9,0.0,0
2021-07-27,459.6,17.4,0.0,0
2021-07-28,512.0,21.3,0.0,0
2021-07-29,569.7,9.8,0.0,0
2021-07-30,477.5,12.8,0.0,0
2021-07-31,538.5,20.6,0.0,0
2021-08-01,327.2,5.4,0.0,1
2021-08-02,568.8,11.5,0.0,0
2021-08-03,565.7,1.8,0.0,0
2021-08-04,677.0,1.5,0.0,0
2021-08-05,614.2,3.6,0.0,0
2021-08-06,660.1,5.2,0.0,0
2021-08-07,722.3,4.5,0.0,0
2021-08-08,360.0,1.9,0.0,1
2021-08-09,714.3,1.0,0.0,0
2021-08-10,693.0,17.5,0.0,0
2021-08-11,637.9,0.5,0.0,0
2021-08-12,654.9,1.5,0.0,0
2021-08-13,613.2,6.3,0.0,0
2021-08-14,684.1,1.8,0.0,0
2021-08-15,364.4,0.6,0.0,1
2021-08-16,652.2,3.7,0.0,0
2021-08-17,576.7,52.3,0.0,0
2021-08-18,608.9,20.3,0.0,0
2021-08-19,511.3,34.6,0.0,0
2021-08-20,556.2,4.6,0.0,0
