date,rainfall_mm
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.1
2024-12-21,1.3
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.7
2024-12-29,0.1
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.5
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.1
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,2.2
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.1
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,0.0
2025-04-16,0.0
2025-04-17,0.0
2025-04-18,0.0
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,0.0
2025-04-22,0.0
2025-04-23,0.0
2025-04-24,0.0
2025-04-25,0.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,0.0
2025-04-29,0.2
2025-04-30,0.0
2025-05-01,0.5
2025-05-02,0.0
2025-05-03,4.1
2025-05-04,0.7
2025-05-05,2.6
2025-05-06,0.0
2025-05-07,0.0
2025-05-08,0.0
2025-05-09,0.0
2025-05-10,0.5
2025-05-11,0.1
2025-05-12,0.3
2025-05-13,0.2
2025-05-14,0.1
2025-05-15,0.0
2025-05-16,0.0
2025-05-17,0.1
2025-05-18,0.0
2025-05-19,2.4
2025-05-20,0.0
2025-05-21,0.3
2025-05-22,0.0
2025-05-23,0.1
2025-05-24,2.9
2025-05-25,4.5
2025-05-26,1.4
2025-05-27,9.6
2025-05-28,0.1
2025-05-29,0.2
2025-05-30,1.5
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,0.7
2025-06-03,0.0
2025-06-04,4.1
2025-06-05,0.0
2025-06-06,0.0
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,0.0
2025-06-10,0.1
2025-06-11,0.0
2025-06-12,0.2
2025-06-13,0.2
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,3.9
2025-06-17,12.5
2025-06-18,0.0
2025-06-19,27.8
2025-06-20,18.6
2025-06-21,1.1
2025-06-22,9.1
2025-06-23,10.8
2025-06-24,47.0
2025-06-25,6.3
2025-06-26,11.5
2025-06-27,20.0
2025-06-28,17.3
2025-06-29,20.4
2025-06-30,37.2
2025-07-01,55.2
2025-07-02,17.1
2025-07-03,40.2
2025-07-04,47.4
2025-07-05,12.0
2025-07-06,53.1
2025-07-07,91.9
2025-07-08,35.2
2025-07-09,28.2
2025-07-10,6.4
2025-07-11,18.1
2025-07-12,12.7
2025-07-13,5.7
2025-07-14,1.0
2025-07-15,5.1
2025-07-16,7.6
2025-07-17,10.6
2025-07-18,1.3
2025-07-19,0.0
2025-07-20,4.8
2025-07-21,17.3
2025-07-22,11.2
2025-07-23,49.5
2025-07-24,17.6
2025-07-25,40.3
2025-07-26,48.2
2025-07-27,5.2
2025-07-28,10.6
2025-07-29,35.8
2025-07-30,2.5
2025-07-31,3.0
2025-08-01,0.5
2025-08-02,0.2
2025-08-03,1.6
2025-08-04,0.4
2025-08-05,2.7
2025-08-06,5.6
2025-08-07,1.8
2025-08-08,6.8
2025-08-09,2.5
2025-08-10,2.8
2025-08-11,3.8
2025-08-12,6.3
2025-08-13,49.0
2025-08-14,8.3
2025-08-15,16.4
2025-08-16,28.9
2025-08-17,0.5
2025-08-18,24.8
2025-08-19,28.2
2025-08-20,13.8
2025-08-21,21.7
2025-08-22,23.2
2025-08-23,20.7
2025-08-24,23.6
2025-08-25,14.9
2025-08-26,11.5
2025-08-27,6.8
2025-08-28,9.2
2025-08-29,1.9
2025-08-30,3.1
2025-08-31,13.9
2025-09-01,42.5
2025-09-02,26.8
2025-09-03,28.8
2025-09-04,13.3
2025-09-05,1.0
2025-09-06,3.4
2025-09-07,12.2
2025-09-08,2.6
2025-09-09,5.2
2025-09-10,3.6
2025-09-11,9.4
2025-09-12,11.7
2025-09-13,40.1
2025-09-14,5.2
2025-09-15,20.1
2025-09-16,7.3
2025-09-17,2.0
2025-09-18,5.1
2025-09-19,0.3
2025-09-20,2.9
2025-09-21,0.2
2025-09-22,0.0
2025-09-23,0.1
2025-09-24,7.4
2025-09-25,10.6
2025-09-26,10.8
2025-09-27,17.5
2025-09-28,2.4
2025-09-29,0.8
2025-09-30,3.1
2025-10-01,6.8
2025-10-02,8.5
2025-10-03,1.9
2025-10-04,1.4
2025-10-05,15.3
2025-10-06,7.2
2025-10-07,7.0
2025-10-08,0.0
2025-10-09,0.4
2025-10-10,1.6
2025-10-11,0.3
2025-10-12,0.2
2025-10-13,0.7
2025-10-14,0.1
2025-10-15,0.1
2025-10-16,0.1
2025-10-17,0.0
2025-10-18,0.1
2025-10-19,0.0
2025-10-20,0.8
2025-10-21,0.2
2025-10-22,0.0
2025-10-23,0.1
2025-10-24,0.0
2025-10-25,3.8
2025-10-26,9.9
2025-10-27,0.0
2025-10-28,1.2
2025-10-29,3.5
2025-10-30,14.9
2025-10-31,13.1
2025-11-01,0.2
2025-11-02,1.0
2025-11-03,0.2
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,0.0
2026-01-03,0.0
2026-01-04,0.0
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,0.0
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,0.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,0.0
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,0.0
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,0.0
2026-02-21,0.0
2026-02-22,0.0
2026-02-23,0.0
2026-02-24,0.0
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,0.0
2026-02-28,0.0
2026-03-01,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,0.0
2026-03-07,0.0
2026-03-08,0.0
2026-03-09,0.0
2026-03-10,0.0
2026-03-11,0.0
2026-03-12,0.0
2026-03-13,0.0
2026-03-14,0.0
2026-03-15,0.0
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,0.4
2026-03-21,0.0
2026-03-22,0.0
2026-03-23,0.0
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,0.0
2026-03-27,0.0
2026-03-28,0.0
2026-03-29,0.0
2026-03-30,0.2
2026-03-31,1.7
2026-04-01,0.0
2026-04-02,0.0
2026-04-03,0.0
2026-04-04,0.0
2026-04-05,0.0
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,0.0
2026-04-09,0.0
2026-04-10,0.0
2026-04-11,0.0
2026-04-12,0.0
2026-04-13,0.0
2026-04-14,0.0
2026-04-15,0.0
2026-04-16,0.0
2026-04-17,0.0
2026-04-18,0.0
2026-04-19,0.0
2026-04-20,0.0
2026-04-21,0.0
2026-04-22,0.0
2026-04-23,0.0
2026-04-24,0.0
2026-04-25,0.0
2026-04-26,0.0
2026-04-27,0.0
2026-04-28,0.0
2026-04-29,0.0
2026-04-30,0.0
2026-05-01,0.0
2026-05-02,0.4
2026-05-03,0.0
2026-05-04,0.0
2026-05-05,0.0
2026-05-06,0.0
2026-05-07,0.0
2026-05-08,0.0
2026-05-09,0.7
2026-05-10,0.0
2026-05-11,0.0
2026-05-12,2.0
2026-05-13,0.1
2026-05-14,0.1
2026-05-15,0.3
2026-05-16,0.0
2026-05-17,0.0
2026-05-18,0.0
2026-05-19,0.1
2026-05-20,0.0
2026-05-21,0.0
2026-05-22,0.0
2026-05-23,0.0
2026-05-24,0.0
2026-05-25,0.0
2026-05-26,0.0
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,0.1
2026-05-30,3.6
2026-05-31,0.0
2026-06-01,0.0
2026-06-02,0.0
2026-06-03,0.1
2026-06-04,4.1
2026-06-05,0.0
2026-06-06,0.2
2026-06-07,0.0
2026-06-08,1.1
2026-06-09,1.5
2026-06-10,0.7
2026-06-11,0.1
2026-06-12,0.2
2026-06-13,0.2
2026-06-14,10.6
2026-06-15,0.0
2026-06-16,0.2
2026-06-17,0.8
2026-06-18,3.1
2026-06-19,0.8
2026-06-20,0.1
2026-06-21,0.8
2026-06-22,1.7
2026-06-23,6.5
2026-06-24,3.4
2026-06-25,1.2
2026-06-26,4.0
2026-06-27,4.1
2026-06-28,0.4
2026-06-29,5.3
2026-06-30,30.7
2026-07-01,27.1
2026-07-02,35.3
2026-07-03,30.3
2026-07-04,18.8
2026-07-05,12.7
2026-07-06,25.9
2026-07-07,17.4
2026-07-08,9.2
2026-07-09,16.9
2026-07-10,6.4
2026-07-11,1.3
2026-07-12,0.5
2026-07-13,0.9
2026-07-14,1.1
2026-07-15,0.1
2026-07-16,15.8
2026-07-17,34.9
2026-07-18,14.2
2026-07-19,13.3
2026-07-20,15.7
2026-07-21,46.4
2026-07-22,16.7
2026-07-23,10.7
2026-07-24,3.8
2026-07-25,1.3
2026-07-26,4.1
2026-07-27,20.2
2026-07-28,16.1
2026-07-29,41.2
2026-07-30,3.9
2026-07-31,3.1
2026-08-01,3.0
2026-08-02,1.7
2026-08-03,0.9
2026-08-04,9.3
2026-08-05,10.9
2026-08-06,10.2
2026-08-07,13.5
2026-08-08,21.0
2026-08-09,38.0
2026-08-10,10.3
2026-08-11,3.5
2026-08-12,7.8
2026-08-13,4.2
2026-08-14,4.4
2026-08-15,28.2
2026-08-16,9.5
2026-08-17,16.1
2026-08-18,10.4
2026-08-19,24.2
2026-08-20,13.9
2026-08-21,13.8
2026-08-22,27.7
2026-08-23,7.0
2026-08-24,18.6
2026-08-25,27.2
2026-08-26,8.2
2026-08-27,32.1
2026-08-28,5.4
2026-08-29,52.8
2026-08-30,1.7
2026-08-31,5.9
2026-09-01,2.2
